state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
"Tamil Nadu","33","Villupuram","596","","None","Thimmachur","Ponniyandhal","330713015","","","GOVERNMENT HIGH SCHOOL  PONNIYANDHAL","33071301502","Upper Pri. and Secondary","Co. Educational","Department of Education","1981","79.08589","11.90158","Operational","Rural","6.0","10.0","State Board","","0.0","14.0","5.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","50.0","47.0","50.0","50.0","0.0","0.0","247.0","247.0"
"Uttar Pradesh","09","Fatehpur","142","Bahua","1106","Ayah","Pahar Pur","94207061","212633","","J.H.S.PAHAR PUR","9420706102","Upper Primary only","Co. Educational","Department of Education","2007","80.624375","25.812871","Operational","Rural","6.0","8.0","","","0.0","4.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","34.0","38.0","0.0","0.0","0.0","0.0","118.0","118.0"
"Bihar","10","Arwal","611","Kurtha","6509","M.S.Pinjrawan","Motipur","103807046","804423","","BAL PRATIYOGITA NIKETAN MOTIPUR","10380704604","Primary with Upper Primary","Co. Educational","Unrecognized","2012","84.8094","25.1641","Operational","Rural","1.0","8.0","","","0.0","5.0","0.0","12.0","0.0","13.0","39.0","28.0","18.0","15.0","25.0","14.0","11.0","0.0","0.0","0.0","0.0","163.0","163.0"
"Himachal Pradesh","02","Shimla","023","","None","Gsss Totu","Jathia Devi","21115049","171011","JATHIA DEVI","RISING HIGH PUBLIC SCHOOL","2111504903","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","2007","77.09","31.086111","Operational","Urban","1.0","10.0","State Board","","0.0","10.0","7.0","13.0","12.0","6.0","6.0","10.0","10.0","11.0","10.0","5.0","9.0","7.0","10.0","0.0","0.0","84.0","96.0"
"Rajasthan","08","Sawai Madhopur","113","","None","Peeo8462- Gsss Malarna Station Sawai Madhopur (212829)","Barh Biloli","81002162","322033","","G. P.S. GOKHRU","8100216201","Primary","Co. Educational","Local body","1995","76.604272","26.012355","Operational","Rural","1.0","5.0","","","0.0","3.0","2.0","2.0","0.0","9.0","14.0","9.0","17.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69.0","69.0"
"Uttar Pradesh","09","Kushi Nagar","160","Padrauna","1317","Dharmpur Bujurg","Dharmapur Bujurg","95901069","274304","DHARMAPUR BUJURG","YODHH BALA L.M.V. PIPRA MOJRA","9590106903","Upper Primary only","Co. Educational","Private Unaided (Recognized)","1986","83.955242","26.85848","Operational","Urban","6.0","8.0","","","0.0","10.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","63.0","60.0","70.0","0.0","0.0","0.0","0.0","193.0","193.0"
"Jharkhand","20","Saraikela Kharsawan","341","Chandil","3246","M S Chainpur","Chainpur","202003018","832401","","UPG HS CHAINPUR","20200301801","Pri. Upper Pri. and Secondary Only","Co. Educational","Department of Education","1973","86.052944","22.920917","Operational","Rural","1.0","10.0","State Board","","0.0","17.0","0.0","6.0","0.0","14.0","24.0","26.0","7.0","13.0","60.0","49.0","65.0","123.0","160.0","0.0","0.0","541.0","541.0"
"Odisha","21","Balangir","345","Balangir","3285","Radhanipara Gps","Ward No. 06","212415006","","WARD NO. 06","MEGHANATHPARA GOVT. PS","21241500602","Primary","Co. Educational","Department of Education","1988","83.491926","20.7199","Operational","Urban","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","7.0","8.0","4.0","7.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","34.0"
"Rajasthan","08","Chittorgarh","095","Begun","0642","Peeo3110- Gsss Daulatpura Begun (224083)","Shyodarshanpura","82903046","312023","","G.P.S. SODARSHAN PURA","8290304601","Primary","Co. Educational","Local body","1984","75.061215","24.964543","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","2.0","0.0","3.0","4.0","8.0","1.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","22.0"
"Andhra Pradesh","28","Visakhapatanam","520","","None","Zphs Chowduvada","Chowduvada","281322031","","","MPPS MALLAMPALEM","28132203107","Primary","Co. Educational","Local body","1953","82.9945","17.8415","Operational","Rural","1.0","5.0","","","0.0","2.0","1.0","1.0","0.0","2.0","2.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","10.0"
"Madhya Pradesh","23","Balaghat","392","Baihar","3744","Garhi Hss New Jsk","Baijalpur","234509070","481117","","PS BAIJALPUR","23450907001","Primary","Co. Educational","Tribal Welfare Department","1980","80.762226","22.195043","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","1.0","0.0","5.0","5.0","5.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","27.0"
"Madhya Pradesh","23","Sagar","425","Malthone","3969","Ghss Pithoriya (23110115304)","Parasari","231101161","470442","","GOVT PS (E) PARASARI, MALTHON","23110116101","Primary","Co. Educational","Department of Education","1997","78.540376","24.028823","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","4.0","8.0","5.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","22.0"
"Tamil Nadu","33","Thoothukkudi","None","Thiruchenthur","None","Saraswathi Ms, Arumuganer","Arumuganeri-Ward15","332805065","","ARUMUGANERI-WARD15","HIN.PS, ARUMUGANERI","33280506501","Primary","Boys Only","Government Aided","1877","78.091126","8.571024","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","4.0","0.0","8.0","10.0","12.0","23.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.0","67.0"
"Uttar Pradesh","09","Sonbhadra","184","Chatra","1570","Babhangawa","Koriyaw","97005058","231213","","P.M.S.KORIYAW","9700505802","Upper Primary only","Co. Educational","Department of Education","1998","83.26973","24.68423","Operational","Rural","6.0","8.0","","","0.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","21.0","23.0","0.0","0.0","0.0","0.0","60.0","60.0"
"Uttar Pradesh","09","Basti","131","Dubauliya","0977","Dubauliya","Piprabrijlal","95515084","272128","","SRI RAM SUMER SINGH K JHS.","9551508401","Upper Primary only","Co. Educational","Private Unaided (Recognized)","2005","82.588412","26.725542","Operational","Rural","6.0","8.0","","","0.0","6.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","16.0","24.0","0.0","0.0","0.0","0.0","67.0","67.0"
"West Bengal","19","Purulia","321","Jhalda-I","3051","Kutidih High School","Ichag / I","191407052","","","HATJAMLAHAR PRY.","19140705207","Primary","Co. Educational","Department of Education","1974","85.91011","23.32958","Operational","Rural","1.0","4.0","","","0.0","2.0","1.0","2.0","11.0","6.0","6.0","11.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0","39.0"
"Madhya Pradesh","23","Rewa","424","Jawa","3956","Hss Girls Dabhoura","Lohagada","231409011","486556","","MS LOHGADA","23140901102","Primary with Upper Primary","Co. Educational","Department of Education","1956","81.295058","25.030853","Operational","Rural","1.0","8.0","","","0.0","6.0","6.0","5.0","0.0","20.0","18.0","30.0","17.0","18.0","24.0","26.0","22.0","0.0","0.0","0.0","0.0","175.0","175.0"
"Gujarat","24","Panch Mahals","454","Kalol","4189","Chalaali","Royan","241706052","389341","","ROYAN P.SHALA","24170605201","Primary with Upper Primary","Co. Educational","Local body","1959","73.630539","22.667575","Operational","Rural","1.0","8.0","","","0.0","6.0","0.0","5.0","0.0","15.0","19.0","14.0","17.0","35.0","17.0","15.0","17.0","0.0","0.0","0.0","0.0","149.0","149.0"
"Madhya Pradesh","23","Bhopal","396","Berasia","3777","Najeerabad Govt. Hss","Sahodara","233201253","462120","","GOVT PS SAHODARA (UEGS)","23320125301","Primary","Co. Educational","Department of Education","1998","77.232946","23.853366","Operational","Rural","1.0","5.0","","","0.0","3.0","1.0","2.0","0.0","4.0","4.0","2.0","3.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","18.0"
"Madhya Pradesh","23","Barwani","393","","None","Hss Girls Niwali","Niwali Bujurg","232811001","451667","","PS ENGLISH ASHRAM GIRLS NIWALI","23281100131","Primary","Girls Only","Tribal Welfare Department","2012","74.913015","21.676973","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","2.0","0.0","0.0","6.0","34.0","9.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","50.0"
"Sikkim","11","North Sikkim","None","Kabi","None","Phensong Crc","Lower Chawang","110103021","737116","","CHAWANG PS","11010302101","Primary","Co. Educational","Department of Education","1962","88.593333","27.448333","Operational","Rural","1.0","5.0","","","0.0","6.0","0.0","7.0","5.0","3.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","13.0"
"Chhattisgarh","22","Sukma","642","Chhindgarh","3617","Pendalnar","Pendalnar","222135138","","","GOVT HIGH SCHOOL PENDALNAR","22213513805","Secondary Only","Co. Educational","Department of Education","2011","81.685556","18.614167","Operational","Rural","9.0","10.0","State Board","","0.0","6.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","7.0","0.0","0.0","9.0","9.0"
"Maharashtra","27","Nashik","487","Chandwad","4480","Raipur","Vadgaon Pangu","272002105","423104","","Z.P.PRI SCHOOL GOJARE VASTI","27200210504","Primary","Co. Educational","Local body","2001","74.37925","20.212967","Operational","Rural","1.0","4.0","","","0.0","2.0","0.0","2.0","0.0","13.0","11.0","11.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","45.0"
"Madhya Pradesh","23","Sehore","427","Nasrullaganj","3985","Hss Piplani","Piplani","233304002","466331","","GPS PIPLANI","23330400201","Primary","Co. Educational","Department of Education","1956","77.053329","22.817086","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","2.0","0.0","24.0","44.0","27.0","38.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","168.0","168.0"
"Maharashtra","27","Amravati","468","","None","Bhandaraj","Dhanwadi","270703004","444705","","Z P PRI SCHOOL DHANWADI","27070300401","Primary","Co. Educational","Local body","1967","77.206241","21.161292","Operational","Rural","1.0","4.0","","","0.0","1.0","1.0","2.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","4.0"
"Rajasthan","08","Pratapgarh","629","Dhariawad","0794","Peeo8105- Gsss Chari (224765)","Jiva Talab","83311099","312625","","G UPS JIVATALAB","8331109901","Primary with Upper Primary","Co. Educational","Department of Education","1983","74.330264","24.109244","Operational","Rural","1.0","8.0","","","0.0","3.0","1.0","8.0","0.0","32.0","39.0","25.0","26.0","20.0","13.0","17.0","24.0","0.0","0.0","0.0","0.0","196.0","196.0"
"West Bengal","19","Purulia","321","Balarampur","3046","Ghatbera Kerowa High ","Ghatbera Keroa / V","191403062","","","LATADAHA PRY.","19140306201","Primary","Co. Educational","Department of Education","1962","86.25162","23.16663","Operational","Rural","1.0","4.0","","","0.0","6.0","2.0","6.0","28.0","26.0","27.0","23.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","110.0","138.0"
"Punjab","03","Hoshiarpur","033","","None","Gps Nai Abadi 1","Singriwala","30504133","","","GMS SINGRIWALA","3050413304","Upper Primary only","Co. Educational","Department of Education","2009","75.868881","31.511794","Operational","Rural","6.0","8.0","","","0.0","3.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","23.0","17.0","0.0","0.0","0.0","0.0","59.0","59.0"
"Maharashtra","27","Amravati","468","Bhatkuli","4301","Ganori","Parlam","270704010","444602","","MADHYAMIK VIDYALAYA,PARLAM","27070401002","Upper Pri. and Secondary","Co. Educational","Government Aided","2003","77.64467","20.832864","Operational","Rural","8.0","10.0","State Board","","0.0","4.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","26.0","34.0","0.0","0.0","83.0","83.0"
"Odisha","21","Mayurbhanj","365","Kaptipada","3497","Mahulpankha","Recordchua","210711179","","","RECORDCHUA NEW PS","21071117901","Primary","Co. Educational","Department of Education","2010","86.483123","21.413323","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","8.0","14.0","8.0","10.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","50.0"
"Gujarat","24","Surat","459","Mahuva","4235","Zervavara","Vagheshver","242204072","394245","","VAGHESHVAR PRIMARY SCHOOL","24220407201","Primary","Co. Educational","Local body","1954","73.132638","20.927644","Operational","Rural","1.0","5.0","","","0.0","3.0","2.0","3.0","0.0","15.0","14.0","16.0","9.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.0","67.0"
"Andhra Pradesh","28","Chittoor","503","Thavanampalle","4802","Zphs  Krishnapuram","Gandupalle","282353003","","","MPPS  GAJULAPALLE","28235300301","Primary","Co. Educational","Local body","1939","78.9389","13.298","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","1.0","0.0","3.0","7.0","8.0","7.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","29.0"
"West Bengal","19","Hooghly","312","Arambagh","2887","Arambagh","Tirol-Ix","191208105","","","TIROL UTTARPARA PRIMARY SCHOOL","19120810502","Primary","Co. Educational","Department of Education","1962","87.8364","22.9558","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","4.0","2.0","9.0","13.0","6.0","10.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","50.0"
"Maharashtra","27","Raigarh (Maharashtra)","None","Murud","None","Nandgaon","Supegaon","272407033","402401","","R.Z.P. SCHOOL  SUPE GAON","27240703301","Primary","Co. Educational","Local body","1956","72.9753","18.395751","Operational","Rural","1.0","4.0","","","0.0","2.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0"
"Gujarat","24","Surat","459","Chorasi","4233","Lajpor","Talangpor","242202060","394230","","TALANGP0R PRIMARY SCHOOL","24220206001","Primary with Upper Primary","Co. Educational","Local body","1865","72.847467","21.074678","Operational","Rural","1.0","8.0","","","0.0","10.0","3.0","9.0","0.0","9.0","36.0","39.0","39.0","38.0","42.0","51.0","34.0","0.0","0.0","0.0","0.0","288.0","288.0"
"Himachal Pradesh","02","Chamba","016","","None","Gsss Tissa","Devi Kothi","20113074","176316","","GSSS DEVI KOTHI","2011307402","Upper Pri. Secondary and Higher Sec","Co. Educational","Department of Education","1983","76.225278","32.9075","Operational","Rural","6.0","12.0","State Board","State Board","1.0","3.0","3.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","23.0","35.0","31.0","66.0","27.0","21.0","240.0","240.0"
"Uttar Pradesh","09","Rampur","176","Shahabad","1488","Shahbad Nagar","Bheetar Gaon","90501050","244922","BHEETAR GAON","UPS. BHITTARGAON","9050105003","Upper Primary only","Co. Educational","Department of Education","2002","78.246666","28.094722","Operational","Urban","6.0","8.0","","","0.0","6.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","23.0","28.0","0.0","0.0","0.0","0.0","70.0","70.0"
"Madhya Pradesh","23","Jabalpur","411","","None","Govt. H.S.S. Medical","Tripuri Ward","233902201","482050","TRIPURI WARD","SAR.S.MANDIR M. SCH. BARGI HIL","23390220107","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1984","79.949993","23.166707","Operational","Urban","1.0","8.0","","","0.0","13.0","0.0","9.0","19.0","16.0","13.0","16.0","13.0","19.0","21.0","21.0","27.0","0.0","0.0","0.0","0.0","146.0","165.0"
"Gujarat","24","Chhotaudepur","668","Bodeli","7156","Kosindra","Dhelpur","243206099","391140","","GHELPUR PRI.SCHOOL","24320609903","Primary","Co. Educational","Local body","1957","73.754","22.17545","Operational","Rural","1.0","5.0","","","0.0","3.0","3.0","2.0","0.0","1.0","4.0","7.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","24.0"
"Karnataka","29","Bengaluru Rural","526","Hoskote","5766","Alappanahalli","Upparahalli","292104156","","","G LPS UPPARAHALLI","29210415601","Primary","Co. Educational","Department of Education","1961","77.780278","13.089444","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","2.0","0.0","3.0","5.0","4.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","22.0"
"Uttar Pradesh","09","Shamli (Prabudh Nagar)","None","Kandhla","None","Bharshi","Bharshi","97407010","247771","","PS BHARESI-2","9740701006","Primary","Co. Educational","Department of Education","1966","77.293131","29.297536","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","6.0","0.0","25.0","33.0","18.0","30.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","129.0","129.0"
"Madhya Pradesh","23","Balaghat","392","Lanji","3751","Govt Hss Excelence Lanji","Lanji","234508011","481222","LANJI","VIRANGANA RANI AWANTIBAI SHISHU MANDIR LANJI","23450801103","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1996","80.54012","21.49912","Operational","Urban","1.0","8.0","","","0.0","12.0","1.0","14.0","10.0","25.0","31.0","30.0","30.0","27.0","29.0","22.0","32.0","0.0","0.0","0.0","0.0","226.0","236.0"
"Uttar Pradesh","09","Sonbhadra","184","Myorpur","1574","Myorpur","Panri (Kamari Dan)","97008051","231208","","COMPOSITE SCHOOL KAMARIDAND","9700805102","Primary with Upper Primary","Co. Educational","Department of Education","1974","82.971806","24.160917","Operational","Rural","1.0","8.0","","","0.0","6.0","6.0","5.0","0.0","44.0","59.0","54.0","33.0","30.0","27.0","58.0","39.0","0.0","0.0","0.0","0.0","344.0","344.0"
"Telangana","36","Hyderabad","507","Saidabad","4992","Ghs Kurmaguda","Saidabad","362210001","","SAIDABAD","GOKUL JUNIOR COLLEGE","36221000144","Higher Secondary only/Jr. College","Co. Educational","Private Unaided (Recognized)","2017","78.506548","17.352742","Operational","Urban","11.0","12.0","","State Board","0.0","10.0","12.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","103.0","176.0","176.0"
"Chhattisgarh","22","Mahasamund","385","","None","Chattigirola","Kena","221225036","","","GOVT PS KENA","22122503601","Primary","Co. Educational","Department of Education","1958","83.0731","21.2708","Operational","Rural","1.0","5.0","","","0.0","3.0","1.0","1.0","0.0","5.0","5.0","2.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","18.0"
"Madhya Pradesh","23","Gwalior","407","Ghatigaon","3850","New Hs Nayagaon","Piporali","230403109","474001","PIPORALI","GPS  PIPROLI","23040310901","Primary","Co. Educational","Department of Education","1972","78.164825","26.136687","Operational","Urban","1.0","5.0","","","0.0","3.0","1.0","3.0","0.0","9.0","7.0","7.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","27.0"
