state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
"Jharkhand","20","Palamu","338","Hussainabad","3210","Upg Rajkiyekrit Hs Malwariya","Nawadih","200204021","822116","","UPG PS NAWADIH HUSAINABAD","20020402103","Primary","Co. Educational","Department of Education","2003","84.032219","24.626869","Operational","Rural","1.0","5.0","","","0.0","5.0","5.0","2.0","0.0","23.0","24.0","21.0","22.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","112.0","112.0"
"Chhattisgarh","22","Baloda Bazar","644","Bhatapara","3696","Nipaniya","Nipaniya","222402004","","","GOVT HIGHER SECONDARY SCHOOL NIPANIA","22240200403","Secondary with Higher Secondary","Co. Educational","Department of Education","1964","82.045","21.83","Operational","Rural","9.0","12.0","State Board","State Board","0.0","9.0","8.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","163.0","127.0","84.0","89.0","463.0","463.0"
"Meghalaya","17","Ri Bhoi","276","Umsning","2470","Raitong Crc","Thad","170502226","793105","","GOVT. LP THAD","17050222602","Primary","Co. Educational","Department of Education","1912","91.6825","25.344444","Operational","Rural","1.0","4.0","","","0.0","1.0","0.0","1.0","35.0","16.0","15.0","11.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","55.0","90.0"
"Maharashtra","27","Pune","490","Haveli","4515","Lonikand","Phulgaon","272505020","412216","","H U DHOTRE FREE  PRIMARY SCHOOL","27250502001","Primary","Co. Educational","Government Aided","1860","74.014165","18.658934","Operational","Rural","1.0","4.0","","","0.0","5.0","3.0","4.0","0.0","24.0","63.0","48.0","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","185.0","185.0"
"Punjab","03","Fatehgarh Sahib","030","","None","Gps Hamayunpur","Ward No 13","30801114","","WARD NO 13","GPS BARA","3080111401","Primary","Co. Educational","Department of Education","1955","76.378203","30.613639","Operational","Urban","1.0","5.0","","","0.0","6.0","0.0","6.0","30.0","21.0","25.0","28.0","21.0","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","121.0","151.0"
"Meghalaya","17","West Garo Hills","278","Demdema","7181","Kalapani Crc","Chibinang","170101164","794104","","CHIBINANG LP SCHOOL","17010116402","Primary","Co. Educational","Department of Education","1968","90.887778","25.620833","Operational","Rural","1.0","5.0","","","0.0","3.0","1.0","4.0","50.0","94.0","140.0","45.0","28.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","344.0","394.0"
"Himachal Pradesh","02","Chamba","016","","None","Kiri","Lagga","20106043","176314","","GMS LAGGA","2010604303","Upper Primary only","Co. Educational","Department of Education","2012","76.1975","32.588611","Operational","Rural","6.0","8.0","","","0.0","2.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","19.0","17.0","0.0","0.0","0.0","0.0","58.0","58.0"
"Karnataka","29","Belagavi Chikkodi","None","Gokak","None","Suldhal","Suldhal","293006089","","","GOVT KANNADA HIGHER PRIMARY SCHOOL SULADAL","29300608902","Primary with Upper Primary","Co. Educational","Department of Education","1917","74.674","15.997","Operational","Rural","1.0","7.0","","","0.0","9.0","2.0","9.0","0.0","37.0","32.0","36.0","35.0","36.0","41.0","39.0","0.0","0.0","0.0","0.0","0.0","256.0","256.0"
"Kerala","32","Kannur","557","Payyannur","5989","Gups Aravanchal","Peringome","320212004","670353","","GHSS PERINGOME","32021200413","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Department of Education","1914","75.313889","12.223611","Operational","Rural","0.0","12.0","State Board","State Board","0.0","35.0","5.0","44.0","43.0","56.0","65.0","70.0","38.0","52.0","55.0","52.0","78.0","73.0","59.0","160.0","142.0","900.0","943.0"
"Rajasthan","08","Jaipur","102","","None","Uceeo10103- Gsss Shyopur (218982)","Ward No.46 Jaipur City","81227046","302029","NN_Greater Jaipur - Ward No.- 104","NIRMALA HAPPY SCHOOL","8122704646","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1993","75.792606","26.824138","Operational","Urban","0.0","8.0","","","1.0","15.0","2.0","8.0","64.0","27.0","20.0","19.0","18.0","10.0","17.0","13.0","14.0","0.0","0.0","0.0","0.0","138.0","202.0"
"Bihar","10","Katihar","201","Korha","1808","Ms Shadpur Rajwara","Dharamganj","101004173","854337","","NPS DHARAMGANJ","10100417301","Primary","Co. Educational","Department of Education","2007","87.5098","25.679","Operational","Rural","1.0","5.0","","","0.0","3.0","2.0","4.0","0.0","16.0","43.0","23.0","39.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","140.0","140.0"
"Madhya Pradesh","23","Rajgarh","422","Narsinghgarh","3944","Hss Kurawar","Sahu Khedi","233003269","465667","","PS SAHUKHEDI","23300326901","Primary","Co. Educational","Department of Education","1971","76.987833","23.551209","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","6.0","0.0","22.0","30.0","31.0","30.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","138.0","138.0"
"Uttar Pradesh","09","Sambhal (Bhim Nagar)","None","Baniyakhera","None","Jarai","Kanthari","96805088","244412","","H.S.SIDDHARTH BAL VIDHYALAYA","9680508802","Upper Primary only","Co. Educational","Private Unaided (Recognized)","2002","78.8167","28.85","Operational","Rural","6.0","8.0","","","0.0","5.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","8.0","22.0","0.0","0.0","0.0","0.0","52.0","52.0"
"Assam","18","Nagaon","297","","None","Magur Gaon South","Salmara","181004108","782425","","MADHYA SALMARA SUBHANIA MUKTAB","18100410807","Primary","Co. Educational","Unrecognized","1980","92.550167","26.16945","Operational","Rural","1.0","5.0","","","0.0","1.0","0.0","3.0","12.0","16.0","15.0","15.0","16.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","77.0","89.0"
"Maharashtra","27","Nagpur","484","","None","Anjuman Urdu Ps-Sadar","Borgaon","270914016","440013","BORGAON","UNNEVARSAL PUBLIC MARATHI HINDI UPS","27091401608","Primary with Upper Primary","Co. Educational","Government Aided","2006","79.066303","21.184158","Operational","Urban","1.0","8.0","","","0.0","24.0","24.0","16.0","0.0","40.0","39.0","56.0","55.0","45.0","48.0","28.0","0.0","0.0","0.0","0.0","0.0","311.0","311.0"
"Karnataka","29","Ballari","528","","None","Jagatagere","Rampura","291206069","","","GHPS    JAGATAGERI","29120606901","Primary with Upper Primary","Co. Educational","Department of Education","1934","76.256","14.79","Operational","Rural","1.0","8.0","","","0.0","6.0","0.0","6.0","0.0","12.0","17.0","13.0","15.0","13.0","13.0","14.0","20.0","0.0","0.0","0.0","0.0","117.0","117.0"
"West Bengal","19","Maldah","316","","None","Kharba H.N. Agril High Sc","Kharba / I","190611043","","","UMARPUR SSK","19061104305","Primary","Co. Educational","Department of Education","2001","88.068","25.42","Operational","Rural","1.0","4.0","","","0.0","2.0","0.0","4.0","0.0","42.0","36.0","27.0","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","132.0","132.0"
"Rajasthan","08","Udaipur","117","Lasadiya","6620","Peeo9659- Gsss Balicha (223596)","Balicha2","82611074","313604","","G.S.SEC.S.BALICHA","8261107401","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Department of Education","1954","74.243693","24.359681","Operational","Rural","1.0","12.0","State Board","State Board","0.0","9.0","9.0","13.0","0.0","15.0","17.0","19.0","15.0","27.0","52.0","50.0","37.0","70.0","90.0","63.0","28.0","483.0","483.0"
"Karnataka","29","Shivamogga","547","Sorab","5903","Halesorab","Nadahalli","291506194","","","GHPS NADAHALLI","29150619401","Primary with Upper Primary","Co. Educational","Department of Education","1950","75.093418","14.380509","Operational","Rural","1.0","7.0","","","0.0","4.0","0.0","4.0","0.0","7.0","4.0","5.0","4.0","4.0","9.0","9.0","0.0","0.0","0.0","0.0","0.0","42.0","42.0"
"Maharashtra","27","Pune","490","Daund","4514","Deulgaon Raje","Kalewadi","272504027","413801","","ZPPS KALEWADI","27250402701","Primary","Co. Educational","Local body","1955","74.682985","18.407498","Operational","Rural","1.0","4.0","","","0.0","7.0","0.0","2.0","0.0","6.0","7.0","10.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","35.0"
"Odisha","21","Kendrapara","360","","None","Bijayanagar Nodal Hs","Sahabajpur","211005094","","","SAHABAJPUR NODAL U.P.S.","21100509401","Primary with Upper Primary","Co. Educational","Department of Education","1953","86.596406","20.44114","Operational","Rural","1.0","8.0","","","0.0","5.0","0.0","6.0","0.0","12.0","18.0","20.0","22.0","18.0","15.0","12.0","11.0","0.0","0.0","0.0","0.0","128.0","128.0"
"Uttar Pradesh","09","Ballia","126","","None","Patana/Madhopur","Rasara Ward No.1","96303089","221712","","K G B V  RASARA","9630308902","Upper Primary only","Girls Only","Department of Education","2005","83.505","25.5116","Operational","Rural","6.0","8.0","","","0.0","3.0","3.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0","33.0","35.0","0.0","0.0","0.0","0.0","100.0","100.0"
"Karnataka","29","Hassan","539","","None","Changadihally","Herur","292308116","","","GLPS  HERUR","29230811601","Primary","Co. Educational","Department of Education","1962","75.831","12.723","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","0.0","2.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","5.0"
"Jharkhand","20","Godda","330","Boarijor","3143","Govt M.S Kusum Ghati","Dahua","200804091","814147","","UPG GOVT MS DAHUA","20080409101","Primary with Upper Primary","Co. Educational","Department of Education","1971","87.342961","24.97095","Operational","Rural","1.0","8.0","","","0.0","7.0","1.0","2.0","0.0","14.0","17.0","9.0","8.0","7.0","13.0","6.0","0.0","0.0","0.0","0.0","0.0","74.0","74.0"
"Rajasthan","08","Bharatpur","091","Bayana","0611","Peeo1870- Gsss Karwari (217390)","Karwari","80708128","321401","","NSS UPS KARWARI","8070812804","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2009","77.212139","26.838533","Operational","Rural","1.0","8.0","","","0.0","8.0","1.0","6.0","0.0","0.0","10.0","12.0","10.0","10.0","6.0","3.0","4.0","0.0","0.0","0.0","0.0","55.0","55.0"
"Telangana","36","Sangareddy","691","","None","Zphs Nandi Kandi","Peddapur","361617027","","","MPPS NAGSANPALLY","36161702701","Primary","Co. Educational","Local body","1972","78.009142","17.591465","Operational","Rural","1.0","5.0","","","0.0","3.0","1.0","3.0","0.0","19.0","7.0","14.0","13.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","64.0"
"Jharkhand","20","Palamu","338","","None","Rajkiyekrit Ms Rajwadih","Rajwadih","200201038","822118","","RAJKIYEKRIT RAMDHARI HIGH SCHOOL RAJWADIH","20020103801","Secondary Only","Co. Educational","Department of Education","1974","84.117367","24.061533","Operational","Rural","9.0","10.0","State Board","","0.0","6.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","141.0","161.0","0.0","0.0","302.0","302.0"
"Uttar Pradesh","09","Etah","138","","None","Gazipur Pahor","Gazipur Pahor","91713052","","","G.V. CONVENT SCHOOL GAZIPUR PAHOR","9171305205","Primary","Co. Educational","Private Unaided (Recognized)","2017","78.634874","27.533893","Operational","Rural","1.0","5.0","","","0.0","8.0","8.0","7.0","0.0","23.0","16.0","12.0","15.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","81.0","81.0"
"Maharashtra","27","Ahmednagar","466","Akole","4277","Pimpalgaon Khand","Dhamangaon Pat","272601043","422610","","Z.P.P.SCHOOL SHELKEWASTI","27260104306","Primary","Co. Educational","Local body","2005","73.965815","19.456703","Operational","Rural","1.0","4.0","","","0.0","2.0","0.0","2.0","0.0","6.0","6.0","6.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","23.0"
"Meghalaya","17","Ri Bhoi","276","Umsning","2470","Umran Dairy Crc","Umnget","170502342","793105","","UMNGET U.P SCHOOL","17050234202","Upper Primary only","Co. Educational","Private Unaided (Recognized)","2015","91.5237","25.4352","Operational","Rural","6.0","6.0","","","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0"
"Punjab","03","Rupnagar","042","Chamkaur Sahib","0333","Gps Behrampur Bet","Phassa","30702084","","","GHS FASSE","3070208402","Upper Pri. and Secondary","Co. Educational","Department of Education","2010","76.317906","30.984482","Operational","Rural","6.0","10.0","State Board","","0.0","6.0","7.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","7.0","14.0","21.0","23.0","0.0","0.0","72.0","72.0"
"Uttar Pradesh","09","Meerut","169","Kharkhoda","1391","Khandawali","Kharkhauda","90703001","245206","","P.P, KHARKHODA 2","9070300102","Primary","Co. Educational","Department of Education","1980","84.321111","26.686389","Operational","Rural","1.0","5.0","","","0.0","7.0","7.0","9.0","0.0","50.0","43.0","50.0","52.0","61.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","256.0","256.0"
"Bihar","10","Vaishali","224","Raghopur","2149","Ums Paharpur R.Chou.Ke.To","Paharpur","101813026","844508","","UMS PAHARPUR EAST","10181302607","Primary with Upper Primary","Co. Educational","Department of Education","1973","85.3789","25.5676","Operational","Rural","1.0","8.0","","","0.0","10.0","0.0","3.0","0.0","30.0","36.0","29.0","21.0","31.0","40.0","48.0","45.0","0.0","0.0","0.0","0.0","280.0","280.0"
"Uttar Pradesh","09","Kheri","159","Mohammadi","1302","Dhamaula","Khairiya Ghasi","92307023","262804","","PRI.SCH. KHERIYA GHASI","9230702301","Primary","Co. Educational","Department of Education","1995","80.1115","27.5823","Operational","Rural","1.0","5.0","","","0.0","3.0","3.0","2.0","0.0","19.0","11.0","16.0","12.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","66.0","66.0"
"Telangana","36","Hyderabad","507","Secunderabad","4993","Gbhs Nallagutta, Balamrai","Secunderabad Ii","362213923","","SECUNDERABAD II","SRI CHAITANYA SCHOOL RAMGOPALPET","36221392307","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","2017","78.488338","17.435695","Operational","Urban","0.0","10.0","State Board","","0.0","9.0","1.0","44.0","0.0","28.0","97.0","70.0","57.0","18.0","44.0","35.0","21.0","21.0","31.0","0.0","0.0","422.0","422.0"
"West Bengal","19","Dinajpur Dakshin","310","Kumarganj","2875","Angina Borait High School","Samjhia-Xvi","190504081","","","ANGINA BARAIT F.P. SCHOOL","19050408103","Primary","Co. Educational","Department of Education","1925","88.77479","25.47918","Operational","Urban","1.0","5.0","","","0.0","5.0","1.0","4.0","15.0","11.0","17.0","21.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.0","85.0"
"Jharkhand","20","Deoghar","324","Sarath","3088","Upg .M.S Lakhna","Arajori","200705025","815353","","GOVT P.S  ARAJORI","20070502501","Primary","Co. Educational","Department of Education","1972","86.805633","24.229083","Operational","Rural","1.0","5.0","","","0.0","7.0","3.0","2.0","0.0","5.0","7.0","10.0","19.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.0","61.0"
"Tamil Nadu","33","Tirunelveli","592","Pappakudi","6396","Pothukudi","Pappakudi","332913046","","","NEWLIFE MAT ACADEMY PAPPAKUDI","33291304608","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","1998","77.50963","8.7575","Operational","Rural","0.0","10.0","State Board","","2.0","14.0","3.0","11.0","23.0","17.0","19.0","21.0","31.0","21.0","17.0","7.0","11.0","12.0","4.0","0.0","0.0","160.0","183.0"
"Meghalaya","17","South West Khasi Hills","658","Ranikor","2488","Khonjoy","Rongdusora","171002005","793106","","RONGDUSORA UPS","17100200503","Upper Primary only","Co. Educational","Department of Education","2010","91.864722","25.896389","Operational","Rural","6.0","8.0","","","0.0","3.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","5.0","0.0","0.0","0.0","0.0","0.0","19.0","19.0"
"Maharashtra","27","Yavatmal","500","Ghatanji","4622","Ghoti","Patapangra","271405079","445301","","Z. P. PRI  SCHOOL, PATA","27140507902","Primary","Co. Educational","Local body","1972","78.227684","19.965946","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","7.0","3.0","0.0","9.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","25.0"
"West Bengal","19","Cooch Bihar","None","Cooch Behar-Ii","None","Patlakhawa High School","Patlakhawa / I","190309134","","","CHHAT SINGIMARI S.C. PRY","19030913401","Primary","Co. Educational","Department of Education","1966","89.38412","26.39971","Operational","Rural","1.0","4.0","","","0.0","6.0","1.0","3.0","8.0","16.0","30.0","15.0","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","88.0","96.0"
"Gujarat","24","Gir Somnath","675","Kodinar","4135","Kanya Pay Center Kodinar","Kodinar","243005034","362720","KODINAR","M. Q. PRA SHALA","24300503413","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1995","70.686407","20.819155","Operational","Urban","1.0","8.0","","","0.0","8.0","0.0","4.0","0.0","2.0","15.0","14.0","17.0","11.0","24.0","27.0","17.0","0.0","0.0","0.0","0.0","127.0","127.0"
"Karnataka","29","Ramanagara","631","Kanakapura","5767","Tungani","Aralalusandra","293208091","","","G LPS ARALALUSANDRA","29320809101","Primary","Co. Educational","Department of Education","1956","77.411944","12.586944","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","6.0","3.0","4.0","3.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","21.0"
"Uttar Pradesh","09","Jyotiba Phule Nagar (Amroha)","None","Dhanora","None","Azam Pur","Papsari Khader","90619052","244231","","P.S.PAPSARI KHADAR","9061905201","Primary","Co. Educational","Department of Education","1962","78.12767","29.05159","Operational","Rural","1.0","5.0","","","0.0","2.0","1.0","5.0","0.0","46.0","54.0","54.0","55.0","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","247.0","247.0"
"Andhra Pradesh","28","Chittoor","503","","None","Srk Mchskorlagunta","Tirupathi (M)","282311919","","TIRUPATHI (M)","SILVER OAKS THE PS  BHAVANI NAGAR","28231191989","Primary","Co. Educational","Private Unaided (Recognized)","2014","79.4219","13.6382","Operational","Urban","1.0","5.0","","","0.0","10.0","0.0","8.0","0.0","51.0","57.0","57.0","70.0","63.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","298.0","298.0"
"Rajasthan","08","Jaisalmer","103","Jaisalmer","0697","Peeo5445- Gsss Kishanghat (220459)","Bada Bagh","81601101","345001","","GOVT.SEC. SCHOOL, BADA BAGH","8160110101","Pri. Upper Pri. and Secondary Only","Co. Educational","Department of Education","1964","70.922619","26.916488","Operational","Rural","1.0","10.0","State Board","","0.0","10.0","3.0","13.0","0.0","18.0","43.0","40.0","30.0","19.0","29.0","14.0","24.0","13.0","25.0","0.0","0.0","255.0","255.0"
"Uttar Pradesh","09","Kanpur Nagar","157","","None","Crc Harjendar Nagar","Dehli Sujanpur","93422003","208092","DEHLI SUJANPUR","MAHARSHI DAYANANAD S.KENDRA NEW AZAD NGR","9341104803","Primary","Co. Educational","Private Unaided (Recognized)","2004","80.347921","26.40011","Operational","Urban","1.0","5.0","","","0.0","5.0","2.0","5.0","0.0","20.0","26.0","27.0","27.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","128.0","128.0"
"Jammu and Kashmir","01","Pulwama","011","Pulwama","0109","Muran","Murran","10507032","192301","","GOVT GMS MURAN","1050703201","Primary with Upper Primary","Co. Educational","Department of Education","1967","74.5154","33.5152","Operational","Rural","1.0","8.0","","","0.0","6.0","1.0","9.0","6.0","3.0","3.0","4.0","5.0","6.0","16.0","11.0","14.0","0.0","0.0","0.0","0.0","62.0","68.0"
"Uttarakhand","05","Chamoli","047","Dewal","0367","Ghesh","Himani","50209003","246427","","UPS HIMANI","5020900303","Upper Primary only","Co. Educational","Department of Education","1990","79.6966","30.1443","Operational","Rural","6.0","8.0","","","0.0","4.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","13.0","5.0","0.0","0.0","0.0","0.0","28.0","28.0"
"Kerala","32","Kottayam","560","","None","Neendoor","Kaipuzha","321007009","686602","","ST MATHEWS LPS KAIPUZHA","32100700904","Primary","Co. Educational","Government Aided","1890","76.5","9.666667","Operational","Rural","0.0","4.0","","","0.0","6.0","1.0","4.0","34.0","13.0","15.0","18.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","98.0"
"Chhattisgarh","22","Bilaspur","375","Takhatpur","3613","Rajpur","Samdil","220725157","","","GOVT. UP MS  SAMDIL(SSA)","22072515702","Upper Primary only","Co. Educational","Department of Education","2005","81.9708","22.2003","Operational","Rural","6.0","8.0","","","0.0","3.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","26.0","21.0","0.0","0.0","0.0","0.0","78.0","78.0"
"Telangana","36","Suryapet","696","Atmakur(S)","5316","Zphs Nemmikal","Kandagatla","363008001","","","MPPS BHAJANA THANDA","36300800104","Primary","Co. Educational","Local body","1998","79.614318","17.259951","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","8.0","7.0","1.0","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","23.0"
"Uttar Pradesh","09","Unnao","186","Bangarmau","1602","Pindana","Anwar Khera","92602083","201501","","P.S.ANWAR KHERA","9260208301","Primary","Co. Educational","Department of Education","1996","80.44016","26.88886","Operational","Rural","1.0","5.0","","","0.0","7.0","7.0","3.0","0.0","20.0","46.0","51.0","55.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","218.0","218.0"
"Uttar Pradesh","09","Hamirpur","149","","None","Np Rath","Sikandarpura W3","93810039","210431","SIKANDARPURA W3","M.D. SCHOOL UPS","9381003905","Upper Primary only","Co. Educational","Private Unaided (Recognized)","2006","79.5708","25.58688","Operational","Urban","6.0","8.0","","","0.0","3.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","28.0","31.0","0.0","0.0","0.0","0.0","84.0","84.0"
"Assam","18","Lakhimpur","295","Narayanpur","2646","Simaluguri","1 No. Simaluguri","181205184","784165","","PUB SIMALUGURI LPS","18120518402","Primary","Co. Educational","Department of Education","1977","93.756017","26.968583","Operational","Rural","1.0","5.0","","","0.0","1.0","0.0","3.0","0.0","3.0","3.0","2.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","13.0"
"Uttar Pradesh","09","Moradabad","171","","None","Hathi Pur Chittu","Qutbpur Ajju","90407165","244413","","J.H.S.ASALAT NAGAR BAGHA COMPOSITE","9040700804","Primary with Upper Primary","Co. Educational","Department of Education","1965","78.681505","28.686953","Operational","Rural","1.0","8.0","","","0.0","9.0","0.0","6.0","0.0","8.0","48.0","43.0","30.0","27.0","15.0","12.0","15.0","0.0","0.0","0.0","0.0","198.0","198.0"
"Punjab","03","Bathinda","028","Bhagta Bhaika","0227","Gps Salabatpura","Bhai Rupa","31405002","","BHAI RUPA W-10","GPS BHAI RUPA BRANCH","3140500205","Primary","Co. Educational","Department of Education","1993","75.215404","30.429149","Operational","Urban","1.0","5.0","","","0.0","2.0","0.0","3.0","25.0","18.0","15.0","12.0","10.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","75.0","100.0"
"Himachal Pradesh","02","Mandi","022","","None","Gcps Saroa","Saroa","20507070","175124","","GPS MAJHAN","2050707003","Primary","Co. Educational","Department of Education","1996","77.078889","31.663056","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","5.0","3.0","5.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","21.0"
"Uttar Pradesh","09","Firozabad","143","","None","Town Area","Haidarganj Ward - 25","94715018","","HAIDARGANJ WARD - 25","SARASWATI SHISHU VIDYA MANDIR NANAKPURA HAIDARGANJ AYODHYA","9471501814","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","1967","82.15227","26.77764","Operational","Urban","1.0","8.0","","","0.0","10.0","10.0","10.0","0.0","14.0","15.0","15.0","16.0","26.0","20.0","18.0","15.0","0.0","0.0","0.0","0.0","139.0","139.0"
"Karnataka","29","Bengaluru U South","None","Anekal","None","Neralur","Balagaran Halli","292004110","","","GHPS BALAGARANA HALLI","29200411001","Primary with Upper Primary","Co. Educational","Department of Education","1963","77.736","12.785","Operational","Rural","1.0","7.0","","","0.0","8.0","0.0","6.0","0.0","18.0","25.0","22.0","19.0","24.0","27.0","30.0","0.0","0.0","0.0","0.0","0.0","165.0","165.0"
"Madhya Pradesh","23","Mandla","415","Bichhiya","3900","Hss Exc Bichhiya (23420320402)","Thonda","234203070","481995","","PS(EGS) PANGRI TOLA (THONDA)","23420307003","Primary","Co. Educational","Tribal Welfare Department","1997","80.629099","22.467619","Operational","Rural","1.0","5.0","","","0.0","4.0","1.0","2.0","0.0","6.0","11.0","5.0","9.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","37.0"
"Arunachal Pradesh","12","Lohit","234","","None","Tezu","Tezu Town Ship - Ii","121101045","792001","TEZU TOWN SHIP - II","GOVT.MIDDLE SCHOOL TEZU WEST","12110104501","Primary with Upper Primary","Co. Educational","Department of Education","1985","96.094","27.5519","Operational","Urban","1.0","8.0","","","0.0","8.0","2.0","13.0","0.0","11.0","11.0","18.0","21.0","35.0","34.0","31.0","18.0","0.0","0.0","0.0","0.0","179.0","179.0"
"Uttar Pradesh","09","Basti","131","","None","Gotwa","Hasni","95503152","272262","","PS DADWA KURD","9550315203","Primary","Co. Educational","Department of Education","2013","82.903003","26.973459","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","3.0","0.0","9.0","9.0","20.0","22.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","76.0"
"Odisha","21","Balangir","345","Gudvella","3289","Ghuna Ups","Kamasingha","212406024","","","KAMASINGHA PS","21240602401","Primary","Co. Educational","Department of Education","1999","83.592659","20.417495","Operational","Rural","1.0","5.0","","","0.0","1.0","0.0","2.0","0.0","0.0","2.0","4.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","15.0"
"Maharashtra","27","Wardha","498","Ashti","4605","Ashti","Ashti","270802001","442202","","LOKMANYA DIAMOND PRIMARY SCHOOL ASHTI","27080200116","Primary","Co. Educational","Private Unaided (Recognized)","2016","78.186438","21.205192","Operational","Rural","1.0","4.0","","","0.0","4.0","4.0","4.0","0.0","21.0","24.0","22.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.0","99.0"
"Uttar Pradesh","09","Auraiya","122","","None","Erva Katra","Udaipur","93204004","206252","","U.P.S. UDAIPUR","9320400402","Upper Primary only","Co. Educational","Department of Education","1999","79.2658","26.5416","Operational","Rural","6.0","8.0","","","0.0","3.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","22.0","26.0","0.0","0.0","0.0","0.0","71.0","71.0"
